Country Code,Country,Series Name,Year,Inflation Rate
LBY,Libya,Official Core Consumer Price Inflation,1996,
LKA,Sri Lanka,Official Core Consumer Price Inflation,1996,
LTU,Lithuania,Official Core Consumer Price Inflation,1996,20.26
LUX,Luxembourg,Official Core Consumer Price Inflation,1996,7.55
LVA,Latvia,Official Core Consumer Price Inflation,1996,21.13
MAC,"Macao SAR, China",Official Core Consumer Price Inflation,1996,
MAR,Morocco,Official Core Consumer Price Inflation,1996,
MEX,Mexico,Official Core Consumer Price Inflation,1996,33.23
MKD,North Macedonia,Official Core Consumer Price Inflation,1996,
MLT,Malta,Official Core Consumer Price Inflation,1996,
MNE,Montenegro,Official Core Consumer Price Inflation,1996,
MUS,Mauritius,Official Core Consumer Price Inflation,1996,
MYS,Malaysia,Official Core Consumer Price Inflation,1996,
NGA,Nigeria,Official Core Consumer Price Inflation,1996,23.99
NIC,Nicaragua,Official Core Consumer Price Inflation,1996,
NLD,Netherlands,Official Core Consumer Price Inflation,1996,2.72
NOR,Norway,Official Core Consumer Price Inflation,1996,1.06
NZL,New Zealand,Official Core Consumer Price Inflation,1996,2.42
OMN,Oman,Official Core Consumer Price Inflation,1996,
PAN,Panama,Official Core Consumer Price Inflation,1996,
PER,Peru,Official Core Consumer Price Inflation,1996,9.97
PHL,Philippines,Official Core Consumer Price Inflation,1996,
PNG,Papua New Guinea,Official Core Consumer Price Inflation,1996,
POL,Poland,Official Core Consumer Price Inflation,1996,21.46
PRT,Portugal,Official Core Consumer Price Inflation,1996,3.69
PRY,Paraguay,Official Core Consumer Price Inflation,1996,9.52
QAT,Qatar,Official Core Consumer Price Inflation,1996,
ROU,Romania,Official Core Consumer Price Inflation,1996,
RUS,Russian Federation,Official Core Consumer Price Inflation,1996,
RWA,Rwanda,Official Core Consumer Price Inflation,1996,
SAU,Saudi Arabia,Official Core Consumer Price Inflation,1996,
SDN,Sudan,Official Core Consumer Price Inflation,1996,
SEN,Senegal,Official Core Consumer Price Inflation,1996,
SGP,Singapore,Official Core Consumer Price Inflation,1996,1.8
SLB,Solomon Islands,Official Core Consumer Price Inflation,1996,
SLE,Sierra Leone,Official Core Consumer Price Inflation,1996,
SLV,El Salvador,Official Core Consumer Price Inflation,1996,4.0
SMR,San Marino,Official Core Consumer Price Inflation,1996,
SOM,Somalia,Official Core Consumer Price Inflation,1996,
SRB,Serbia,Official Core Consumer Price Inflation,1996,
SVK,Slovakia,Official Core Consumer Price Inflation,1996,6.6
SVN,Slovenia,Official Core Consumer Price Inflation,1996,
SWE,Sweden,Official Core Consumer Price Inflation,1996,1.44
SYR,Syrian Arab Republic,Official Core Consumer Price Inflation,1996,
TCD,Chad,Official Core Consumer Price Inflation,1996,
THA,Thailand,Official Core Consumer Price Inflation,1996,3.66
TJK,Tajikistan,Official Core Consumer Price Inflation,1996,
TKM,Turkmenistan,Official Core Consumer Price Inflation,1996,
TTO,Trinidad and Tobago,Official Core Consumer Price Inflation,1996,0.99
TUN,Tunisia,Official Core Consumer Price Inflation,1996,
TUR,Turkey,Official Core Consumer Price Inflation,1996,80.8
TWN,"Taiwan, China",Official Core Consumer Price Inflation,1996,2.9
UGA,Uganda,Official Core Consumer Price Inflation,1996,
UKR,Ukraine,Official Core Consumer Price Inflation,1996,
URY,Uruguay,Official Core Consumer Price Inflation,1996,
USA,United States,Official Core Consumer Price Inflation,1996,2.7
VEN,"Venezuela, RB",Official Core Consumer Price Inflation,1996,112.77
VNM,Vietnam,Official Core Consumer Price Inflation,1996,
XKX,Kosovo,Official Core Consumer Price Inflation,1996,
ZAF,South Africa,Official Core Consumer Price Inflation,1996,
AGO,Angola,Producer Price Inflation,1996,
ALB,Albania,Producer Price Inflation,1996,
ARG,Argentina,Producer Price Inflation,1996,2.95
ARM,Armenia,Producer Price Inflation,1996,29.57
AUS,Australia,Producer Price Inflation,1996,0.85
AUT,Austria,Producer Price Inflation,1996,0.16
AZE,Azerbaijan,Producer Price Inflation,1996,
BEL,Belgium,Producer Price Inflation,1996,2.16
BGD,Bangladesh,Producer Price Inflation,1996,
BGR,Bulgaria,Producer Price Inflation,1996,132.68
BIH,Bosnia and Herzegovina,Producer Price Inflation,1996,
BLR,Belarus,Producer Price Inflation,1996,34.72
BRA,Brazil,Producer Price Inflation,1996,6.32
BTN,Bhutan,Producer Price Inflation,1996,
CAF,Central African Republic,Producer Price Inflation,1996,
CAN,Canada,Producer Price Inflation,1996,0.4
CHE,Switzerland,Producer Price Inflation,1996,-1.76
CHL,Chile,Producer Price Inflation,1996,
CHN,China,Producer Price Inflation,1996,
COG,"Congo, Rep.",Producer Price Inflation,1996,
COL,Colombia,Producer Price Inflation,1996,15.03
CRI,Costa Rica,Producer Price Inflation,1996,16.0
CYP,Cyprus,Producer Price Inflation,1996,
CZE,Czech Republic,Producer Price Inflation,1996,4.77
DEU,Germany,Producer Price Inflation,1996,-1.22
DNK,Denmark,Producer Price Inflation,1996,1.1
DZA,Algeria,Producer Price Inflation,1996,
ECU,Ecuador,Producer Price Inflation,1996,
EGY,"Egypt, Arab Rep.",Producer Price Inflation,1996,
ESP,Spain,Producer Price Inflation,1996,1.68
EST,Estonia,Producer Price Inflation,1996,14.79
ETH,Ethiopia,Producer Price Inflation,1996,
FIN,Finland,Producer Price Inflation,1996,-0.94
FRA,France,Producer Price Inflation,1996,
GAB,Gabon,Producer Price Inflation,1996,
GBR,United Kingdom,Producer Price Inflation,1996,2.67
GEO,Georgia,Producer Price Inflation,1996,
GHA,Ghana,Producer Price Inflation,1996,
GMB,"Gambia, The",Producer Price Inflation,1996,
GRC,Greece,Producer Price Inflation,1996,5.75
GTM,Guatemala,Producer Price Inflation,1996,
HKG,"Hong Kong SAR, China",Producer Price Inflation,1996,-0.17
HRV,Croatia,Producer Price Inflation,1996,2.02
HUN,Hungary,Producer Price Inflation,1996,21.83
IND,India,Producer Price Inflation,1996,4.46
IRL,Ireland,Producer Price Inflation,1996,0.63
IRN,"Iran, Islamic Rep.",Producer Price Inflation,1996,31.78
ISL,Iceland,Producer Price Inflation,1996,
ISR,Israel,Producer Price Inflation,1996,8.6
ITA,Italy,Producer Price Inflation,1996,1.89
JAM,Jamaica,Producer Price Inflation,1996,
JOR,Jordan,Producer Price Inflation,1996,
JPN,Japan,Producer Price Inflation,1996,-1.66
KAZ,Kazakhstan,Producer Price Inflation,1996,23.74
KEN,Kenya,Producer Price Inflation,1996,
KGZ,Kyrgyz Republic,Producer Price Inflation,1996,22.99
KOR,"Korea, Rep.",Producer Price Inflation,1996,3.25
KWT,Kuwait,Producer Price Inflation,1996,
LKA,Sri Lanka,Producer Price Inflation,1996,
LTU,Lithuania,Producer Price Inflation,1996,17.27
LUX,Luxembourg,Producer Price Inflation,1996,-3.11
LVA,Latvia,Producer Price Inflation,1996,13.67
MAR,Morocco,Producer Price Inflation,1996,
MDA,Moldova,Producer Price Inflation,1996,
MEX,Mexico,Producer Price Inflation,1996,33.88
MKD,North Macedonia,Producer Price Inflation,1996,-0.08
MLT,Malta,Producer Price Inflation,1996,
MNE,Montenegro,Producer Price Inflation,1996,
MNG,Mongolia,Producer Price Inflation,1996,
MOZ,Mozambique,Producer Price Inflation,1996,
MUS,Mauritius,Producer Price Inflation,1996,
MYS,Malaysia,Producer Price Inflation,1996,2.28
NIC,Nicaragua,Producer Price Inflation,1996,
NLD,Netherlands,Producer Price Inflation,1996,1.49
NOR,Norway,Producer Price Inflation,1996,2.17
NZL,New Zealand,Producer Price Inflation,1996,0.57
OMN,Oman,Producer Price Inflation,1996,
PAK,Pakistan,Producer Price Inflation,1996,
PER,Peru,Producer Price Inflation,1996,9.44
PHL,Philippines,Producer Price Inflation,1996,4.08
POL,Poland,Producer Price Inflation,1996,12.77
PRT,Portugal,Producer Price Inflation,1996,
PRY,Paraguay,Producer Price Inflation,1996,
QAT,Qatar,Producer Price Inflation,1996,
ROU,Romania,Producer Price Inflation,1996,49.87
RUS,Russian Federation,Producer Price Inflation,1996,50.78
RWA,Rwanda,Producer Price Inflation,1996,
SAU,Saudi Arabia,Producer Price Inflation,1996,
SDN,Sudan,Producer Price Inflation,1996,
SEN,Senegal,Producer Price Inflation,1996,
SGP,Singapore,Producer Price Inflation,1996,-5.21
SLV,El Salvador,Producer Price Inflation,1996,
SRB,Serbia,Producer Price Inflation,1996,
SVK,Slovakia,Producer Price Inflation,1996,4.1
SVN,Slovenia,Producer Price Inflation,1996,6.8
SWE,Sweden,Producer Price Inflation,1996,-1.76
THA,Thailand,Producer Price Inflation,1996,1.83
TJK,Tajikistan,Producer Price Inflation,1996,339.89
TTO,Trinidad and Tobago,Producer Price Inflation,1996,2.9
TUN,Tunisia,Producer Price Inflation,1996,
TUR,Turkey,Producer Price Inflation,1996,75.93
TWN,"Taiwan, China",Producer Price Inflation,1996,-1.0
TZA,Tanzania,Producer Price Inflation,1996,
UGA,Uganda,Producer Price Inflation,1996,
UKR,Ukraine,Producer Price Inflation,1996,51.83
URY,Uruguay,Producer Price Inflation,1996,25.02
USA,United States,Producer Price Inflation,1996,2.34
UZB,Uzbekistan,Producer Price Inflation,1996,
VEN,"Venezuela, RB",Producer Price Inflation,1996,
VNM,Vietnam,Producer Price Inflation,1996,
XKX,Kosovo,Producer Price Inflation,1996,
ZAF,South Africa,Producer Price Inflation,1996,8.45
ZMB,Zambia,Producer Price Inflation,1996,
ABW,Aruba,Headline Consumer Price Inflation,1997,3.0
AFG,Afghanistan,Headline Consumer Price Inflation,1997,14.01
AGO,Angola,Headline Consumer Price Inflation,1997,221.49
ALB,Albania,Headline Consumer Price Inflation,1997,33.21
ARE,United Arab Emirates,Headline Consumer Price Inflation,1997,2.97
ARG,Argentina,Headline Consumer Price Inflation,1997,0.53
ARM,Armenia,Headline Consumer Price Inflation,1997,14.05
ATG,Antigua and Barbuda,Headline Consumer Price Inflation,1997,0.36
AUS,Australia,Headline Consumer Price Inflation,1997,0.22
AUT,Austria,Headline Consumer Price Inflation,1997,1.31
AZE,Azerbaijan,Headline Consumer Price Inflation,1997,3.67
BDI,Burundi,Headline Consumer Price Inflation,1997,31.06
BEL,Belgium,Headline Consumer Price Inflation,1997,1.63
BEN,Benin,Headline Consumer Price Inflation,1997,3.8
BFA,Burkina Faso,Headline Consumer Price Inflation,1997,2.93
BGD,Bangladesh,Headline Consumer Price Inflation,1997,4.96
BGR,Bulgaria,Headline Consumer Price Inflation,1997,1037.48
BHR,Bahrain,Headline Consumer Price Inflation,1997,4.6
BHS,"Bahamas, The",Headline Consumer Price Inflation,1997,0.56
BIH,Bosnia and Herzegovina,Headline Consumer Price Inflation,1997,5.73
BLR,Belarus,Headline Consumer Price Inflation,1997,64.07
BLZ,Belize,Headline Consumer Price Inflation,1997,1.03
BOL,Bolivia,Headline Consumer Price Inflation,1997,4.7
BRA,Brazil,Headline Consumer Price Inflation,1997,6.93
BRB,Barbados,Headline Consumer Price Inflation,1997,7.71
BRN,Brunei Darussalam,Headline Consumer Price Inflation,1997,1.71
BTN,Bhutan,Headline Consumer Price Inflation,1997,8.55
BWA,Botswana,Headline Consumer Price Inflation,1997,8.9
CAF,Central African Republic,Headline Consumer Price Inflation,1997,1.6
CYM,Cayman Islands,Headline Consumer Price Inflation,1997,2.7
CAN,Canada,Headline Consumer Price Inflation,1997,1.62
CHE,Switzerland,Headline Consumer Price Inflation,1997,0.52
CHL,Chile,Headline Consumer Price Inflation,1997,6.13
CHN,China,Headline Consumer Price Inflation,1997,2.79
CIV,Côte d'Ivoire,Headline Consumer Price Inflation,1997,4.02
CMR,Cameroon,Headline Consumer Price Inflation,1997,4.78
COD,"Congo, Dem. Rep.",Headline Consumer Price Inflation,1997,199.0
COG,"Congo, Rep.",Headline Consumer Price Inflation,1997,12.7
COL,Colombia,Headline Consumer Price Inflation,1997,18.46
COM,Comoros,Headline Consumer Price Inflation,1997,1.5
CPV,Cabo Verde,Headline Consumer Price Inflation,1997,8.57
CRI,Costa Rica,Headline Consumer Price Inflation,1997,13.25
CUW,Curacao,Headline Consumer Price Inflation,1997,3.12
CYP,Cyprus,Headline Consumer Price Inflation,1997,3.61
CZE,Czech Republic,Headline Consumer Price Inflation,1997,8.6
DEU,Germany,Headline Consumer Price Inflation,1997,1.94
DJI,Djibouti,Headline Consumer Price Inflation,1997,2.52
DMA,Dominica,Headline Consumer Price Inflation,1997,2.41
DNK,Denmark,Headline Consumer Price Inflation,1997,2.18
DOM,Dominican Republic,Headline Consumer Price Inflation,1997,8.29
DZA,Algeria,Headline Consumer Price Inflation,1997,5.7
ECU,Ecuador,Headline Consumer Price Inflation,1997,30.68
EGY,"Egypt, Arab Rep.",Headline Consumer Price Inflation,1997,4.47
ERI,Eritrea,Headline Consumer Price Inflation,1997,3.74
ESP,Spain,Headline Consumer Price Inflation,1997,1.97
EST,Estonia,Headline Consumer Price Inflation,1997,10.58
ETH,Ethiopia,Headline Consumer Price Inflation,1997,-6.42
FIN,Finland,Headline Consumer Price Inflation,1997,1.19
FJI,Fiji,Headline Consumer Price Inflation,1997,3.39
FRA,France,Headline Consumer Price Inflation,1997,1.2
FSM,"Micronesia, Fed. Sts.",Headline Consumer Price Inflation,1997,2.67
GAB,Gabon,Headline Consumer Price Inflation,1997,3.97
GBR,United Kingdom,Headline Consumer Price Inflation,1997,2.19
GEO,Georgia,Headline Consumer Price Inflation,1997,7.14
GHA,Ghana,Headline Consumer Price Inflation,1997,24.83
GIN,Guinea,Headline Consumer Price Inflation,1997,1.94
GMB,"Gambia, The",Headline Consumer Price Inflation,1997,2.78
GNB,Guinea-Bissau,Headline Consumer Price Inflation,1997,49.06
GNQ,Equatorial Guinea,Headline Consumer Price Inflation,1997,3.02
GRC,Greece,Headline Consumer Price Inflation,1997,5.54
GRD,Grenada,Headline Consumer Price Inflation,1997,1.25
GTM,Guatemala,Headline Consumer Price Inflation,1997,9.24
GUY,Guyana,Headline Consumer Price Inflation,1997,3.56
HKG,"Hong Kong SAR, China",Headline Consumer Price Inflation,1997,5.82
HND,Honduras,Headline Consumer Price Inflation,1997,20.2
HRV,Croatia,Headline Consumer Price Inflation,1997,3.63
HTI,Haiti,Headline Consumer Price Inflation,1997,16.18
HUN,Hungary,Headline Consumer Price Inflation,1997,18.31
IDN,Indonesia,Headline Consumer Price Inflation,1997,6.23
IND,India,Headline Consumer Price Inflation,1997,7.16
IRL,Ireland,Headline Consumer Price Inflation,1997,1.53
IRN,"Iran, Islamic Rep.",Headline Consumer Price Inflation,1997,16.54
IRQ,Iraq,Headline Consumer Price Inflation,1997,23.1
ISL,Iceland,Headline Consumer Price Inflation,1997,1.82
ISR,Israel,Headline Consumer Price Inflation,1997,8.93
ITA,Italy,Headline Consumer Price Inflation,1997,2.04
JAM,Jamaica,Headline Consumer Price Inflation,1997,9.7
JOR,Jordan,Headline Consumer Price Inflation,1997,3.02
JPN,Japan,Headline Consumer Price Inflation,1997,1.75
KAZ,Kazakhstan,Headline Consumer Price Inflation,1997,17.58
KEN,Kenya,Headline Consumer Price Inflation,1997,11.28
KGZ,Kyrgyz Republic,Headline Consumer Price Inflation,1997,23.43
KHM,Cambodia,Headline Consumer Price Inflation,1997,10.5
KIR,Kiribati,Headline Consumer Price Inflation,1997,2.55
KNA,St. Kitts and Nevis,Headline Consumer Price Inflation,1997,8.68
KOR,"Korea, Rep.",Headline Consumer Price Inflation,1997,4.44
KWT,Kuwait,Headline Consumer Price Inflation,1997,0.81
LAO,Lao PDR,Headline Consumer Price Inflation,1997,19.54
LBN,Lebanon,Headline Consumer Price Inflation,1997,7.75
LBR,Liberia,Headline Consumer Price Inflation,1997,-10.0
LBY,Libya,Headline Consumer Price Inflation,1997,3.59
LCA,St. Lucia,Headline Consumer Price Inflation,1997,-0.01
LKA,Sri Lanka,Headline Consumer Price Inflation,1997,9.56
LSO,Lesotho,Headline Consumer Price Inflation,1997,8.38
LTU,Lithuania,Headline Consumer Price Inflation,1997,8.88
LUX,Luxembourg,Headline Consumer Price Inflation,1997,1.37
LVA,Latvia,Headline Consumer Price Inflation,1997,8.45
MAC,"Macao SAR, China",Headline Consumer Price Inflation,1997,
MAR,Morocco,Headline Consumer Price Inflation,1997,1.04
MDA,Moldova,Headline Consumer Price Inflation,1997,11.77
MDG,Madagascar,Headline Consumer Price Inflation,1997,4.49
MDV,Maldives,Headline Consumer Price Inflation,1997,7.58
MEX,Mexico,Headline Consumer Price Inflation,1997,20.63
MHL,Marshall Islands,Headline Consumer Price Inflation,1997,
MKD,"Macedonia, FYR",Headline Consumer Price Inflation,1997,1.37
MLI,Mali,Headline Consumer Price Inflation,1997,-0.67
MLT,Malta,Headline Consumer Price Inflation,1997,3.92
MMR,Myanmar,Headline Consumer Price Inflation,1997,29.7
MNE,Montenegro,Headline Consumer Price Inflation,1997,
MNG,Mongolia,Headline Consumer Price Inflation,1997,35.71
MOZ,Mozambique,Headline Consumer Price Inflation,1997,7.36
MRT,Mauritania,Headline Consumer Price Inflation,1997,4.63
MUS,Mauritius,Headline Consumer Price Inflation,1997,6.79
MWI,Malawi,Headline Consumer Price Inflation,1997,9.14
MYS,Malaysia,Headline Consumer Price Inflation,1997,2.65
NAM,Namibia,Headline Consumer Price Inflation,1997,9.68
NER,Niger,Headline Consumer Price Inflation,1997,2.93
NGA,Nigeria,Headline Consumer Price Inflation,1997,10.72
NIC,Nicaragua,Headline Consumer Price Inflation,1997,9.19
NLD,Netherlands,Headline Consumer Price Inflation,1997,2.11
NOR,Norway,Headline Consumer Price Inflation,1997,2.57
NPL,Nepal,Headline Consumer Price Inflation,1997,8.1
NRU,Nauru,Headline Consumer Price Inflation,1997,
NZL,New Zealand,Headline Consumer Price Inflation,1997,1.19
OMN,Oman,Headline Consumer Price Inflation,1997,-0.36
PAK,Pakistan,Headline Consumer Price Inflation,1997,11.36
PAN,Panama,Headline Consumer Price Inflation,1997,1.25
PER,Peru,Headline Consumer Price Inflation,1997,8.54
PHL,Philippines,Headline Consumer Price Inflation,1997,5.58
PLW,Palau,Headline Consumer Price Inflation,1997,
PNG,Papua New Guinea,Headline Consumer Price Inflation,1997,3.94
POL,Poland,Headline Consumer Price Inflation,1997,14.91
PRI,Puerto Rico,Headline Consumer Price Inflation,1997,1.89
PRT,Portugal,Headline Consumer Price Inflation,1997,2.34
PRY,Paraguay,Headline Consumer Price Inflation,1997,6.99
PSE,West Bank and Gaza,Headline Consumer Price Inflation,1997,7.09
QAT,Qatar,Headline Consumer Price Inflation,1997,2.7
ROU,Romania,Headline Consumer Price Inflation,1997,154.76
RUS,Russian Federation,Headline Consumer Price Inflation,1997,14.76
RWA,Rwanda,Headline Consumer Price Inflation,1997,11.76
SAU,Saudi Arabia,Headline Consumer Price Inflation,1997,0.06
SDN,Sudan,Headline Consumer Price Inflation,1997,47.17
SEN,Senegal,Headline Consumer Price Inflation,1997,1.78
SGP,Singapore,Headline Consumer Price Inflation,1997,2.02
SLB,Solomon Islands,Headline Consumer Price Inflation,1997,8.06
SLE,Sierra Leone,Headline Consumer Price Inflation,1997,14.56
SLV,El Salvador,Headline Consumer Price Inflation,1997,4.49
SMR,San Marino,Headline Consumer Price Inflation,1997,
SRB,Serbia,Headline Consumer Price Inflation,1997,
SSD,South Sudan,Headline Consumer Price Inflation,1997,
STP,São Tomé and Principe,Headline Consumer Price Inflation,1997,69.05
SUR,Suriname,Headline Consumer Price Inflation,1997,6.08
SVK,Slovak Republic,Headline Consumer Price Inflation,1997,6.14
SVN,Slovenia,Headline Consumer Price Inflation,1997,8.36
SWE,Sweden,Headline Consumer Price Inflation,1997,0.66
SWZ,Swaziland,Headline Consumer Price Inflation,1997,7.13
SYC,Seychelles,Headline Consumer Price Inflation,1997,1.8
SYR,Syrian Arab Republic,Headline Consumer Price Inflation,1997,1.89
TCD,Chad,Headline Consumer Price Inflation,1997,5.57
TGO,Togo,Headline Consumer Price Inflation,1997,5.31
THA,Thailand,Headline Consumer Price Inflation,1997,5.56
TJK,Tajikistan,Headline Consumer Price Inflation,1997,87.96
TKM,Turkmenistan,Headline Consumer Price Inflation,1997,83.72
TON,Tonga,Headline Consumer Price Inflation,1997,1.9
TTO,Trinidad and Tobago,Headline Consumer Price Inflation,1997,3.69
TUN,Tunisia,Headline Consumer Price Inflation,1997,3.64
TUR,Turkey,Headline Consumer Price Inflation,1997,85.67
TUV,Tuvalu,Headline Consumer Price Inflation,1997,
TZA,Tanzania,Headline Consumer Price Inflation,1997,16.14
UGA,Uganda,Headline Consumer Price Inflation,1997,7.73
UKR,Ukraine,Headline Consumer Price Inflation,1997,15.62
URY,Uruguay,Headline Consumer Price Inflation,1997,19.83
USA,United States,Headline Consumer Price Inflation,1997,2.34
UZB,Uzbekistan,Headline Consumer Price Inflation,1997,70.86
VCT,St. Vincent and the Grenadines,Headline Consumer Price Inflation,1997,0.44
VEN,"Venezuela, RB",Headline Consumer Price Inflation,1997,50.1
VNM,Vietnam,Headline Consumer Price Inflation,1997,3.1
VUT,Vanuatu,Headline Consumer Price Inflation,1997,2.81
WSM,Samoa,Headline Consumer Price Inflation,1997,6.9
YEM,"Yemen, Rep.",Headline Consumer Price Inflation,1997,4.64
ZAF,South Africa,Headline Consumer Price Inflation,1997,8.6
ZMB,Zambia,Headline Consumer Price Inflation,1997,24.34
ZWE,Zimbabwe,Headline Consumer Price Inflation,1997,-0.96
VGB,British Virgin Islands,Headline Consumer Price Inflation,1997,
XXK,Kosovo,Headline Consumer Price Inflation,1997,
LIE,Liechtenstein,Headline Consumer Price Inflation,1997,
MTQ,Martinique,Headline Consumer Price Inflation,1997,
MSR,Montserrat,Headline Consumer Price Inflation,1997,
NCL,New Caledonia,Headline Consumer Price Inflation,1997,1.99
NIU,Niue,Headline Consumer Price Inflation,1997,
SHN,Saint Helena,Headline Consumer Price Inflation,1997,
TLS,Timor-Leste,Headline Consumer Price Inflation,1997,
TCA,Turks and Caicos Islands,Headline Consumer Price Inflation,1997,
ABW,Aruba,Energy Consumer Price Inflation,1997,
AFG,Afghanistan,Energy Consumer Price Inflation,1997,
ALB,Albania,Energy Consumer Price Inflation,1997,25.1
ARE,United Arab Emirates,Energy Consumer Price Inflation,1997,
ARG,Argentina,Energy Consumer Price Inflation,1997,1.0
ARM,Armenia,Energy Consumer Price Inflation,1997,25.2
AUS,Australia,Energy Consumer Price Inflation,1997,-8.18
AUT,Austria,Energy Consumer Price Inflation,1997,3.2
AZE,Azerbaijan,Energy Consumer Price Inflation,1997,214.4
BDI,Burundi,Energy Consumer Price Inflation,1997,
BEL,Belgium,Energy Consumer Price Inflation,1997,1.69
BEN,Benin,Energy Consumer Price Inflation,1997,3.82
BFA,Burkina Faso,Energy Consumer Price Inflation,1997,5.5
BGD,Bangladesh,Energy Consumer Price Inflation,1997,1.7
BGR,Bulgaria,Energy Consumer Price Inflation,1997,1033.46
BHR,Bahrain,Energy Consumer Price Inflation,1997,
BHS,"Bahamas, The",Energy Consumer Price Inflation,1997,
BIH,Bosnia and Herzegovina,Energy Consumer Price Inflation,1997,
BLR,Belarus,Energy Consumer Price Inflation,1997,67.8
BLZ,Belize,Energy Consumer Price Inflation,1997,0.6
BOL,Bolivia,Energy Consumer Price Inflation,1997,6.9
BRA,Brazil,Energy Consumer Price Inflation,1997,
BRB,Barbados,Energy Consumer Price Inflation,1997,8.9
BRN,Brunei Darussalam,Energy Consumer Price Inflation,1997,
BTN,Bhutan,Energy Consumer Price Inflation,1997,8.3
BWA,Botswana,Energy Consumer Price Inflation,1997,7.9
CAF,Central African Republic,Energy Consumer Price Inflation,1997,5.1
CAN,Canada,Energy Consumer Price Inflation,1997,2.9
CHE,Switzerland,Energy Consumer Price Inflation,1997,0.78
CHL,Chile,Energy Consumer Price Inflation,1997,
CHN,China,Energy Consumer Price Inflation,1997,
CIV,Côte d'Ivoire,Energy Consumer Price Inflation,1997,0.7
CMR,Cameroon,Energy Consumer Price Inflation,1997,-0.3
COD,"Congo, Dem. Rep.",Energy Consumer Price Inflation,1997,
COG,"Congo, Rep.",Energy Consumer Price Inflation,1997,19.9
COL,Colombia,Energy Consumer Price Inflation,1997,19.81
COM,Comoros,Energy Consumer Price Inflation,1997,
CPV,Cabo Verde,Energy Consumer Price Inflation,1997,7.4
CRI,Costa Rica,Energy Consumer Price Inflation,1997,3.98
CUW,Curacao,Energy Consumer Price Inflation,1997,
CYP,Cyprus,Energy Consumer Price Inflation,1997,6.4
CZE,Czech Republic,Energy Consumer Price Inflation,1997,18.99
DEU,Germany,Energy Consumer Price Inflation,1997,2.58
DJI,Djibouti,Energy Consumer Price Inflation,1997,
DMA,Dominica,Energy Consumer Price Inflation,1997,
DNK,Denmark,Energy Consumer Price Inflation,1997,3.1
DOM,Dominican Republic,Energy Consumer Price Inflation,1997,8.2
DZA,Algeria,Energy Consumer Price Inflation,1997,27.1
ECU,Ecuador,Energy Consumer Price Inflation,1997,60.5
EGY,"Egypt, Arab Rep.",Energy Consumer Price Inflation,1997,4.2
ESP,Spain,Energy Consumer Price Inflation,1997,3.44
EST,Estonia,Energy Consumer Price Inflation,1997,15.2
ETH,Ethiopia,Energy Consumer Price Inflation,1997,1.51
FIN,Finland,Energy Consumer Price Inflation,1997,3.4
FJI,Fiji,Energy Consumer Price Inflation,1997,4.1
FRA,France,Energy Consumer Price Inflation,1997,1.42
GAB,Gabon,Energy Consumer Price Inflation,1997,0.82
GBR,United Kingdom,Energy Consumer Price Inflation,1997,2.98
GEO,Georgia,Energy Consumer Price Inflation,1997,31.4
GHA,Ghana,Energy Consumer Price Inflation,1997,
GIN,Guinea,Energy Consumer Price Inflation,1997,2.8
GMB,"Gambia, The",Energy Consumer Price Inflation,1997,
GNB,Guinea-Bissau,Energy Consumer Price Inflation,1997,
GNQ,Equatorial Guinea,Energy Consumer Price Inflation,1997,
GRC,Greece,Energy Consumer Price Inflation,1997,-9.5
GRD,Grenada,Energy Consumer Price Inflation,1997,
GTM,Guatemala,Energy Consumer Price Inflation,1997,
HND,Honduras,Energy Consumer Price Inflation,1997,28.2
HRV,Croatia,Energy Consumer Price Inflation,1997,5.2
HTI,Haiti,Energy Consumer Price Inflation,1997,
HUN,Hungary,Energy Consumer Price Inflation,1997,29.9
IDN,Indonesia,Energy Consumer Price Inflation,1997,5.44
IND,India,Energy Consumer Price Inflation,1997,11.9
IRL,Ireland,Energy Consumer Price Inflation,1997,1.9
IRN,"Iran, Islamic Rep.",Energy Consumer Price Inflation,1997,39.2
IRQ,Iraq,Energy Consumer Price Inflation,1997,39.6
ISL,Iceland,Energy Consumer Price Inflation,1997,2.0
ISR,Israel,Energy Consumer Price Inflation,1997,10.86
ITA,Italy,Energy Consumer Price Inflation,1997,4.08
JAM,Jamaica,Energy Consumer Price Inflation,1997,9.3
JOR,Jordan,Energy Consumer Price Inflation,1997,3.2
JPN,Japan,Energy Consumer Price Inflation,1997,1.44
KAZ,Kazakhstan,Energy Consumer Price Inflation,1997,89.3
KEN,Kenya,Energy Consumer Price Inflation,1997,6.7
KGZ,Kyrgyz Republic,Energy Consumer Price Inflation,1997,22.7
KHM,Cambodia,Energy Consumer Price Inflation,1997,
KNA,St. Kitts and Nevis,Energy Consumer Price Inflation,1997,0.0
KOR,"Korea, Rep.",Energy Consumer Price Inflation,1997,5.05
KWT,Kuwait,Energy Consumer Price Inflation,1997,1.2
LAO,Lao PDR,Energy Consumer Price Inflation,1997,
LBN,Lebanon,Energy Consumer Price Inflation,1997,29.2
LBR,Liberia,Energy Consumer Price Inflation,1997,
LCA,St. Lucia,Energy Consumer Price Inflation,1997,1.8
LKA,Sri Lanka,Energy Consumer Price Inflation,1997,4.1
LSO,Lesotho,Energy Consumer Price Inflation,1997,8.5
LTU,Lithuania,Energy Consumer Price Inflation,1997,17.17
LUX,Luxembourg,Energy Consumer Price Inflation,1997,2.88
